食品名,水分,トリアシルグリセロール当量,脂質,脂肪酸総量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,n-3系脂肪酸,n-6系脂肪酸
単位,g,g,g,g,g,g,g,g,g
＜和生菓子・和半生菓子類＞　もなか　こしあん入り,29.0,(0.2),0.3,(0.17),(0.06),(0.02),(0.09),(0.02),(0.07)
＜和生菓子・和半生菓子類＞　ゆべし,22.0,(3.6),3.5,(3.45),(0.40),(0.54),(2.51),(0.44),(2.07)
＜和生菓子・和半生菓子類＞　ようかん　練りようかん,26.0,(0.1),0.2,(0.09),(0.03),(0.01),(0.06),(0.02),(0.04)
＜和生菓子・和半生菓子類＞　ようかん　水ようかん,57.0,(0.1),0.2,(0.07),(0.02),(Tr),(0.04),(0.01),(0.03)
＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,39.5,(0.2),0.3,(0.17),(0.05),(0.02),(0.11),(0.02),(0.09)
＜和干菓子類＞　芋かりんとう,5.5,(19.8),20.6,(18.98),(2.26),(8.36),(8.36),(1.39),(6.97)
＜和干菓子類＞　おこし,5.0,(0.6),0.7,(0.59),(0.16),(0.21),(0.23),(0.03),(0.20)
＜和干菓子類＞　おのろけ豆,3.0,(13.8),13.6,(13.17),(2.56),(6.53),(4.09),(0.03),(4.05)
＜和干菓子類＞　かりんとう　黒,3.5,(11.1),11.6,(10.64),(1.41),(4.39),(4.85),(0.74),(4.11)
＜和干菓子類＞　かりんとう　白,2.5,(10.7),11.2,(10.22),(1.41),(4.09),(4.72),(0.69),(4.02)
＜和干菓子類＞　ごかぼう,10.0,(6.0),6.4,(5.78),(0.92),(1.45),(3.41),(0.49),(2.93)
＜和干菓子類＞　小麦粉せんべい　磯部せんべい,4.2,(0.7),0.8,(0.63),(0.17),(0.07),(0.39),(0.02),(0.37)
＜和干菓子類＞　小麦粉せんべい　かわらせんべい,4.3,(2.9),3.2,(2.74),(0.92),(1.11),(0.71),(0.04),(0.67)
＜和干菓子類＞　小麦粉せんべい　巻きせんべい,3.5,(1.3),1.4,(1.21),(0.39),(0.40),(0.42),(0.02),(0.39)
＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,3.3,(10.8),11.1,(10.34),(1.73),(3.69),(4.92),(0.06),(4.86)
＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,3.3,(9.2),9.5,(8.83),(1.74),(4.06),(3.03),(0.05),(2.98)
＜和干菓子類＞　しおがま,10.0,(0.2),0.2,(0.17),(0.08),(0.04),(0.05),(Tr),(0.05)
＜和干菓子類＞　ひなあられ　関西風,2.6,(1.3),1.4,(1.28),(0.45),(0.33),(0.49),(0.02),(0.47)
＜和干菓子類＞　ひなあられ　関東風,4.7,(2.6),2.8,(2.48),(0.63),(0.59),(1.26),(0.13),(1.13)
＜和干菓子類＞　米菓　揚げせんべい,4.0,(16.9),17.4,(16.19),(2.08),(7.02),(7.09),(1.14),(5.95)
＜和干菓子類＞　米菓　甘辛せんべい,4.5,(0.8),0.9,(0.79),(0.28),(0.20),(0.30),(0.01),(0.29)
＜和干菓子類＞　米菓　あられ,4.4,(0.8),1.0,(0.75),(0.28),(0.18),(0.29),(0.01),(0.29)
＜和干菓子類＞　米菓　しょうゆせんべい,5.9,(0.9),1.0,(0.85),(0.30),(0.22),(0.33),(0.01),(0.32)
＜和干菓子類＞　ボーロ　小粒,4.5,(1.9),2.1,(1.78),(0.62),(0.86),(0.29),(0.02),(0.26)
＜和干菓子類＞　ボーロ　そばボーロ,2.0,(3.0),3.4,(2.91),(0.94),(1.20),(0.77),(0.05),(0.72)
＜和干菓子類＞　松風,5.3,(0.6),0.7,(0.59),(0.17),(0.06),(0.37),(0.02),(0.35)
＜和干菓子類＞　みしま豆,1.6,(8.2),8.6,(7.88),(1.20),(1.98),(4.70),(0.68),(4.02)
＜和干菓子類＞　八つ橋,1.8,(0.5),0.5,(0.44),(0.16),(0.11),(0.17),(0.01),(0.16)
＜和干菓子類＞　らくがん　らくがん,3.0,(0.2),0.2,(0.16),(0.07),(0.04),(0.05),(Tr),(0.05)
＜和干菓子類＞　らくがん　麦らくがん,2.4,(1.5),1.8,(1.43),(0.49),(0.17),(0.76),(0.04),(0.72)
＜和干菓子類＞　らくがん　もろこしらくがん,2.5,(0.2),0.3,(0.16),(0.05),(0.02),(0.09),(0.02),(0.07)
＜菓子パン類＞　揚げパン,27.7,17.8,18.7,16.99,3.34,9.03,4.61,0.85,3.76
＜菓子パン類＞　あんパン　こしあん入り,35.5,(3.4),3.6,(3.20),(1.57),(1.11),(0.51),(0.05),(0.46)
＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,37.4,(3.0),3.5,(2.84),(1.35),(0.91),(0.58),(0.09),(0.48)
＜菓子パン類＞　カレーパン　皮及び具,41.3,(17.3),18.3,(16.56),(7.04),(7.11),(2.41),(0.22),(2.19)
＜菓子パン類＞　カレーパン　皮のみ,30.8,21.2,22.4,20.29,8.55,8.61,3.13,0.30,2.83
＜菓子パン類＞　カレーパン　具のみ,64.5,8.7,9.3,8.27,3.69,3.80,0.79,0.04,0.75
＜菓子パン類＞　クリームパン,35.5,(6.8),7.4,(6.50),(3.16),(2.39),(0.95),(0.09),(0.87)
＜菓子パン類＞　クリームパン　薄皮タイプ,52.2,(6.3),7.1,(5.99),(2.87),(2.29),(0.83),(0.07),(0.76)
＜菓子パン類＞　ジャムパン,32.0,(3.7),3.9,(3.53),(1.73),(1.23),(0.57),(0.06),(0.50)
＜菓子パン類＞　チョココロネ,33.5,(14.6),15.3,(13.96),(6.06),(5.93),(1.97),(0.18),(1.79)
＜菓子パン類＞　チョコパン　薄皮タイプ,35.0,(18.5),19.4,(17.67),(7.39),(7.85),(2.43),(0.22),(2.22)
＜菓子パン類＞　メロンパン,20.9,10.2,10.5,9.69,4.93,3.44,1.31,0.13,1.18
＜ケーキ・ペストリー類＞　シュークリーム,56.3,(10.4),11.4,(9.89),(6.28),(2.95),(0.66),(0.06),(0.60)
＜ケーキ・ペストリー類＞　スポンジケーキ,32.0,(6.0),7.5,5.75,1.97,2.59,1.18,0.09,1.09
＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,35.0,(13.8),15.2,(13.16),(5.80),(6.34),(1.03),(0.11),(0.92)
＜ケーキ・ペストリー類＞　タルト　（洋菓子）,50.3,(12.3),13.5,(11.69),(6.94),(4.01),(0.74),(0.08),(0.66)
＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,46.1,(19.3),21.2,(18.36),(12.11),(5.30),(0.94),(0.17),(0.77)
＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,43.1,(25.2),27.5,(23.84),(16.59),(6.36),(0.90),(0.16),(0.74)
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,25.5,(32.3),34.0,(30.83),(16.95),(10.76),(3.12),(0.20),(2.91)
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,27.5,(19.4),20.2,(18.55),(3.52),(8.30),(6.73),(1.03),(5.70)
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,20.0,(11.2),11.7,(10.66),(3.70),(4.28),(2.68),(0.33),(2.35)
＜ケーキ・ペストリー類＞　パイ　パイ皮,32.0,(23.3),25.4,22.29,5.26,9.97,7.06,0.61,6.46
＜ケーキ・ペストリー類＞　パイ　アップルパイ,45.0,(16.0),17.5,(15.30),(3.61),(6.84),(4.85),(0.42),(4.43)
＜ケーキ・ペストリー類＞　パイ　ミートパイ,36.2,(27.4),29.9,(26.24),(6.67),(11.85),(7.72),(0.66),(7.06)
＜ケーキ・ペストリー類＞　バターケーキ,20.0,(23.2),25.3,(22.03),(14.73),(6.12),(1.18),(0.12),(1.07)
＜ケーキ・ペストリー類＞　ホットケーキ,40.0,(4.9),5.4,(4.70),(2.33),(1.61),(0.76),(0.05),(0.71)
＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,45.9,(7.0),7.9,(6.70),(3.18),(2.55),(0.97),(0.08),(0.90)
＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,33.0,(3.9),4.2,(3.68),(1.75),(1.32),(0.60),(0.05),(0.55)
＜デザート菓子類＞　カスタードプリン,74.1,(4.5),5.5,4.26,2.10,1.60,0.57,0.05,0.51
＜デザート菓子類＞　牛乳寒天,85.2,(1.2),1.3,(1.12),(0.79),(0.29),(0.04),(0.01),(0.03)
＜デザート菓子類＞　ゼリー　オレンジ,77.6,(0.1),0.1,(0.06),(0.02),(0.02),(0.02),(0.01),(0.02)
＜デザート菓子類＞　ゼリー　ミルク,76.8,(3.4),3.7,(3.23),(2.27),(0.85),(0.11),(0.02),(0.10)
＜デザート菓子類＞　ババロア,60.9,(11.7),12.9,(11.17),(5.27),(5.13),(0.78),(0.09),(0.69)
＜ビスケット類＞　ウエハース,2.1,12.0,13.6,11.43,5.95,4.59,0.89,0.05,0.84
＜ビスケット類＞　ウエハース　クリーム入り,2.7,(20.7),21.8,(19.75),(10.88),(7.17),(1.71),(0.07),(1.64)
＜ビスケット類＞　クラッカー　オイルスプレークラッカー,2.7,21.1,22.5,20.12,9.03,8.34,2.76,0.18,2.57
＜ビスケット類＞　クラッカー　ソーダクラッカー,3.1,9.3,9.8,8.88,3.66,4.26,0.95,0.06,0.89
＜ビスケット類＞　サブレ,3.1,(16.1),16.6,(15.33),(7.27),(5.80),(2.27),(0.18),(2.09)
＜ビスケット類＞　中華風クッキー,3.0,(27.6),29.5,(26.40),(11.22),(11.97),(3.21),(0.13),(3.09)
＜ビスケット類＞　ビスケット　ハードビスケット,2.6,8.9,10.0,8.53,3.98,3.42,1.12,0.07,1.05
＜ビスケット類＞　ビスケット　ソフトビスケット,3.2,23.9,27.6,22.79,12.42,8.81,1.56,0.18,1.38
＜ビスケット類＞　プレッツェル,1.0,16.8,18.6,16.01,5.05,9.61,1.35,0.06,1.28
＜ビスケット類＞　リーフパイ,2.5,(34.7),35.5,(33.09),(16.20),(12.37),(4.52),(0.37),(4.15)
＜ビスケット類＞　ロシアケーキ,4.0,(22.9),23.4,(21.88),(8.95),(9.49),(3.44),(0.19),(3.24)
＜スナック類＞　小麦粉あられ,2.0,(18.4),19.5,(17.57),(6.43),(8.58),(2.56),(0.22),(2.34)
＜スナック類＞　コーンスナック,0.9,25.4,27.1,24.29,9.97,9.68,4.65,0.12,4.53
＜スナック類＞　ポテトチップス　ポテトチップス,2.0,(34.2),35.2,(32.74),(3.86),(14.47),(14.41),(2.40),(12.01)
＜スナック類＞　ポテトチップス　成形ポテトチップス,2.2,28.8,32.0,27.50,12.96,12.29,2.25,0.06,2.19
＜キャンデー類＞　キャラメル,5.4,10.4,11.7,9.86,7.45,2.06,0.35,0.04,0.31
＜キャンデー類＞　バタースコッチ,2.0,(6.0),6.5,(5.71),(4.10),(1.45),(0.16),(0.03),(0.13)
＜キャンデー類＞　ブリットル,1.5,(27.0),26.5,(25.81),(5.28),(12.90),(7.63),(0.07),(7.56)
＜チョコレート類＞　アーモンドチョコレート,2.0,(39.6),40.4,(37.90),(14.19),(18.68),(5.02),(0.06),(4.96)
＜チョコレート類＞　カバーリングチョコレート,2.0,(23.1),24.3,(22.07),(13.43),(7.55),(1.09),(0.08),(1.01)
＜チョコレート類＞　スイートチョコレート,0.6,34.6,37.7,33.06,20.98,10.90,1.17,0.07,1.07
＜チョコレート類＞　スイートチョコレート　カカオ増量,0.9,38.4,41.3,36.70,23.30,12.14,1.25,0.07,1.14
＜チョコレート類＞　ホワイトチョコレート,0.8,37.8,39.5,36.11,22.87,11.92,1.32,0.13,1.19
＜チョコレート類＞　ミルクチョコレート,0.5,32.8,34.1,31.34,19.88,10.38,1.08,0.09,0.99
＜果実菓子類＞　マロングラッセ,21.0,(0.2),0.3,(0.23),(0.05),(0.03),(0.15),(0.03),(0.12)
＜その他＞　カスタードクリーム,61.8,(6.5),7.6,(6.18),(2.90),(2.48),(0.79),(0.07),(0.73)
＜その他＞　しるこ　こしあん,46.1,(0.1),0.3,(0.12),(0.03),(0.01),(0.07),(0.02),(0.05)
＜その他＞　しるこ　つぶしあん,54.5,(0.2),0.4,(0.20),(0.06),(0.01),(0.12),(0.04),(0.09)
＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,82.4,0,Tr,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,83.7,0,Tr,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,82.8,0,0,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,83.6,0,0,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,83.5,0,0,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,92.8,0,0,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　ビール　黒,91.6,0,Tr,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,88.4,0,Tr,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　発泡酒,92.0,0,0,0,0,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,87.4,0,Tr,0,0,0,0,0,0
＜茶類＞　（緑茶類）　抹茶　茶,5.0,3.3,5.3,3.19,0.68,0.34,2.16,1.34,0.81
＜茶類＞　（緑茶類）　せん茶　茶,2.8,2.9,4.7,2.81,0.62,0.25,1.94,1.35,0.59
＜コーヒー・ココア類＞　コーヒー　浸出液,98.6,(Tr),Tr,(0.02),(0.01),(Tr),(0.01),(0),(0.01)
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,3.8,0.2,0.3,0.21,0.09,0.02,0.10,Tr,0.09
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,90.5,0.2,0.3,0.23,0.16,0.06,0.01,Tr,0.01
＜コーヒー・ココア類＞　ココア　ピュアココア,4.0,20.9,21.6,19.98,12.40,6.88,0.70,0.04,0.66
＜コーヒー・ココア類＞　ココア　ミルクココア,1.6,6.6,6.8,6.27,3.98,2.05,0.24,0.02,0.22
＜その他＞　青汁　ケール,2.3,2.8,4.4,2.72,0.55,0.10,2.08,1.29,0.52
＜調味料類＞　（ウスターソース類）　ウスターソース,61.3,Tr,0.1,0.01,0.01,Tr,Tr,0,Tr
＜調味料類＞　（ウスターソース類）　中濃ソース,60.9,Tr,0.1,0.02,0.01,Tr,0.01,Tr,0.01
＜調味料類＞　（ウスターソース類）　お好み焼きソース,58.1,Tr,0.1,0.03,0.01,0.01,0.01,Tr,0.01
＜調味料類＞　（辛味調味料類）　トウバンジャン,69.7,1.8,2.3,1.75,0.34,0.29,1.12,0.10,1.02
＜調味料類＞　（辛味調味料類）　チリペッパーソース,84.1,(0.4),0.5,(0.37),(0.07),(0.04),(0.26),(Tr),(0.26)
＜調味料類＞　（辛味調味料類）　ラー油,0.1,(97.5),99.8,(93.24),(14.58),(35.51),(43.15),(0.40),(42.75)
＜調味料類＞　（だし類）　鶏がらだし,98.6,0.4,0.4,0.36,0.11,0.19,0.07,0.01,0.06
＜調味料類＞　（だし類）　固形ブイヨン,0.8,4.1,4.3,3.89,2.12,1.73,0.03,Tr,0.03
＜調味料類＞　（だし類）　顆粒おでん用,0.9,(0.1),0.1,(0.06),(0.02),(0.01),(0.03),(0.02),(Tr)
＜調味料類＞　（だし類）　顆粒中華だし,1.2,1.5,1.6,1.39,0.55,0.67,0.17,0.01,0.15
＜調味料類＞　（だし類）　顆粒和風だし,1.6,0.2,0.3,0.20,0.08,0.04,0.08,0.07,0.01
＜調味料類＞　（調味ソース類）　エビチリの素,85.8,(1.3),1.4,(1.28),(0.17),(0.53),(0.59),(0.09),(0.49)
＜調味料類＞　（調味ソース類）　オイスターソース,61.6,0.1,0.3,0.11,0.03,0.02,0.06,0.03,0.03
＜調味料類＞　（調味ソース類）　黄身酢,52.6,(11.2),13.1,(10.71),(3.04),(4.97),(2.69),(0.32),(2.37)
＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,63.0,0,0,0,0,0,0,0,0
＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,61.2,0,0,0,0,0,0,0,0
＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,69.4,0,0,0,0,0,0,0,0
＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,65.5,0,0.1,0.01,Tr,Tr,0,0,0
＜調味料類＞　（調味ソース類）　ごま酢,53.2,(7.6),8.0,(7.29),(1.12),(2.82),(3.34),(0.03),(3.32)
＜調味料類＞　（調味ソース類）　ごまだれ,40.7,(14.2),15.1,(13.57),(2.10),(5.29),(6.18),(0.05),(6.13)
＜調味料類＞　（調味ソース類）　中華風合わせ酢,60.5,(3.3),3.4,(3.18),(0.51),(1.27),(1.39),(0.01),(1.38)
＜調味料類＞　（調味ソース類）　冷やし中華のたれ,67.1,1.1,1.2,1.08,0.16,0.45,0.47,Tr,0.46
＜調味料類＞　（調味ソース類）　ホワイトソース,81.7,(6.2),6.2,(5.87),(1.97),(2.45),(1.46),(0.09),(1.37)
＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,0.1,0.6,0.7,0.54,0.10,0.28,0.16,0.03,0.13
＜調味料類＞　（調味ソース類）　焼き肉のたれ,52.4,(2.1),2.2,(2.02),(0.32),(0.80),(0.89),(0.01),(0.89)
＜調味料類＞　（トマト加工品類）　トマトピューレー,86.9,(0.1),0.1,(0.05),(0.02),(0.01),(0.03),(Tr),(0.02)
＜調味料類＞　（トマト加工品類）　トマトペースト,71.3,(0.1),0.1,(0.05),(0.02),(0.01),(0.03),(Tr),(0.02)
＜調味料類＞　（トマト加工品類）　トマトケチャップ,66.0,0.1,0.2,0.09,0.03,0.01,0.05,0.01,0.04
＜調味料類＞　（トマト加工品類）　トマトソース,87.1,(0.1),0.2,(0.11),(0.03),(0.02),(0.06),(0.01),(0.05)
＜調味料類＞　（トマト加工品類）　チリソース,67.3,(0.1),0.1,(0.05),(0.02),(0.01),(0.03),(Tr),(0.02)
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,16.6,72.5,76.0,69.40,6.07,39.82,23.51,5.49,18.02
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,19.7,72.8,74.7,69.60,10.37,27.69,31.54,4.92,26.62
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,60.9,26.4,28.3,25.30,3.04,12.49,9.77,1.77,8.00
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,47.8,(30.6),31.5,(29.31),(3.46),(12.95),(12.90),(2.15),(10.75)
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,69.4,(14.0),14.5,(13.37),(1.68),(5.79),(5.90),(0.80),(5.10)
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,38.1,(37.1),38.3,(35.51),(4.34),(15.52),(15.65),(2.36),(13.29)
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,44.1,(38.1),39.2,(36.43),(4.34),(16.10),(15.99),(2.66),(13.33)
＜調味料類＞　（みそ類）　米みそ　甘みそ,42.6,3.0,3.0,2.85,0.49,0.52,1.84,0.30,1.55
＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,45.4,5.9,6.0,5.68,0.97,1.11,3.61,0.58,3.02
＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,45.7,5.4,5.5,5.15,0.88,1.07,3.21,0.54,2.66
＜調味料類＞　（みそ類）　米みそ　だし入りみそ,49.9,(5.2),5.6,(4.99),(0.87),(0.98),(3.13),(0.54),(2.59)
＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,52.5,4.7,5.1,4.53,0.80,1.14,2.59,0.30,2.29
＜調味料類＞　（みそ類）　麦みそ,44.0,4.2,4.3,3.98,0.74,0.73,2.51,0.38,2.13
＜調味料類＞　（みそ類）　豆みそ,44.9,10.2,10.5,9.79,1.62,1.88,6.29,0.99,5.30
＜調味料類＞　（みそ類）　減塩みそ,46.0,(5.8),5.9,(5.53),(0.98),(1.18),(3.38),(0.46),(2.92)
＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,2.4,7.4,9.3,7.12,1.23,1.37,4.52,0.73,3.79
＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,61.5,3.1,3.7,2.92,0.50,0.68,1.74,0.22,1.53
＜調味料類＞　（みそ類）　辛子酢みそ,43.6,(2.1),2.1,(2.03),(0.27),(0.68),(1.08),(0.22),(0.86)
＜調味料類＞　（みそ類）　ごまみそ,42.7,(9.5),9.9,(9.08),(1.43),(3.14),(4.51),(0.22),(4.29)
＜調味料類＞　（みそ類）　酢みそ,44.2,(1.5),1.5,(1.44),(0.25),(0.26),(0.93),(0.15),(0.78)
＜調味料類＞　（みそ類）　練りみそ,29.9,(1.7),1.7,(1.61),(0.27),(0.29),(1.04),(0.17),(0.87)
＜調味料類＞　（ルウ類）　カレールウ,3.0,32.8,34.1,31.35,14.84,14.85,1.65,0.10,1.55
＜調味料類＞　（ルウ類）　ハヤシルウ,2.2,31.9,33.2,30.50,15.62,14.00,0.88,0.06,0.82
＜調味料類＞　（その他）　お茶漬けの素　さけ,2.9,(2.7),3.7,(2.59),(0.68),(1.03),(0.88),(0.66),(0.23)
＜調味料類＞　（その他）　キムチの素,58.2,0.8,1.0,0.73,0.18,0.13,0.42,0.08,0.34
＜調味料類＞　（その他）　即席すまし汁,2.8,(0.5),0.8,(0.52),(0.16),(0.06),(0.30),(0.14),(0.16)
＜調味料類＞　（その他）　ふりかけ　たまご,2.5,(19.7),21.9,(18.80),(4.75),(7.72),(6.33),(0.28),(6.04)
＜香辛料類＞　オールスパイス　粉,9.2,(3.7),5.6,(3.59),(1.64),(0.43),(1.52),(0.05),(1.48)
＜香辛料類＞　オニオンパウダー,5.0,(0.8),1.1,(0.77),(0.23),(0.21),(0.33),(0.02),(0.31)
＜香辛料類＞　からし　粉,4.9,(14.2),14.3,(13.65),(0.78),(8.89),(3.98),(1.50),(2.44)
＜香辛料類＞　からし　練り,31.7,(14.4),14.5,(13.84),(0.80),(9.01),(4.04),(1.52),(2.47)
＜香辛料類＞　からし　練りマスタード,65.7,(10.5),10.6,(10.12),(0.58),(6.59),(2.95),(1.11),(1.80)
＜香辛料類＞　からし　粒入りマスタード,57.2,(15.9),16.0,(15.27),(0.88),(9.94),(4.45),(1.67),(2.72)
＜香辛料類＞　カレー粉,5.7,11.6,12.2,11.12,1.28,6.44,3.40,0.24,3.16
＜香辛料類＞　クローブ　粉,7.5,(9.8),13.6,(9.36),(4.13),(1.46),(3.77),(0.81),(2.87)
＜香辛料類＞　こしょう　黒　粉,12.7,(5.5),6.0,(5.76),(2.56),(1.36),(1.84),(0.28),(1.56)
＜香辛料類＞　こしょう　白　粉,12.3,(5.9),6.4,(6.14),(2.73),(1.45),(1.96),(0.30),(1.66)
＜香辛料類＞　こしょう　混合　粉,12.5,(5.7),6.2,(5.95),(2.65),(1.41),(1.90),(0.29),(1.61)
＜香辛料類＞　シナモン　粉,9.4,(1.9),3.5,(1.86),(0.97),(0.69),(0.19),(0.03),(0.12)
＜香辛料類＞　しょうが　おろし,88.2,(0.4),0.6,(0.41),(0.16),(0.12),(0.12),(0.03),(0.10)
＜香辛料類＞　セージ　粉,9.2,(8.8),10.1,(8.44),(5.57),(1.48),(1.39),(0.97),(0.42)
＜香辛料類＞　タイム　粉,9.8,(3.2),5.2,(3.07),(1.91),(0.33),(0.83),(0.48),(0.35)
