食品名,廃棄率,エネルギー,水分,アミノ酸組成によるたんぱく質,たんぱく質,脂肪酸のトリアシルグリセロール当量,コレステロール,脂質,利用可能炭水化物（単糖当量）,利用可能炭水化物（質量計）,差引き法による利用可能炭水化物,食物繊維,糖アルコール,炭水化物,有機酸,灰分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,αカロテン,βカロテン,βクリプトキサンチン,βカロテン当量,ビタミンA,ビタミンD,ビタミンE,βトコフェロール,γトコフェロール,δトコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ナイアシン当量,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,アルコール,食塩相当量
単位,%,kcal,g,g,g,g,mg,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,mg,mg,mg,mg,μg,mg,mg,mg,mg,mg,μg,μg,mg,μg,mg,g,g
＜貝類＞　たいらがい　貝柱　生,0,94,75.2,(15.8),21.8,0.1,23,0.2,(1.5),(1.4),7.6,(0),-,1.5,-,1.3,260,260,16,36,150,0.6,4.3,0.01,0.03,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),0.8,0,0,0,(0),0.01,0.09,1.5,(4.6),0.06,-,25,0.51,-,2,-,0.7
＜貝類＞　たにし　生,30,73,78.8,(9.4),13.0,0.3,72,1.1,(3.6),(3.2),7.9,(0),-,3.6,-,3.5,23,70,1300,77,140,19.0,6.2,1.90,2.10,-,-,-,-,15,-,-,-,960,95,(0),0.5,0,0,0,1,0.11,0.32,2.0,(3.8),0.05,18.0,28,0.52,-,Tr,-,0.1
＜貝類＞　つぶ　生,0,82,78.2,13.6,17.8,0.1,110,0.2,(2.3),(2.1),6.6,(0),-,2.3,-,1.5,380,160,60,92,120,1.3,1.2,0.06,0.04,-,-,-,-,0,-,-,-,19,2,(0),1.8,0,0,0,(0),Tr,0.12,0.9,3.4,0.11,6.5,15,0.59,-,Tr,-,1.0
＜貝類＞　とこぶし　生,60,78,78.9,(11.6),16.0,0.1,150,0.4,(3.0),(2.7),7.7,(0),-,3.0,-,1.7,260,250,24,55,160,1.8,1.4,0.30,0.06,-,-,-,-,0,7,54,0,58,5,(0),1.3,0,0,0,(0),0.15,0.14,1.7,(4.0),0.07,3.2,24,1.57,-,1,-,0.7
＜貝類＞　とりがい　斧足　生,0,81,78.6,10.1,12.9,0.1,22,0.3,(6.9),(6.2),9.9,(0),-,6.9,-,1.3,100,150,19,43,120,2.9,1.6,0.05,0.11,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.2,0,0,0,(0),0.16,0.06,1.7,3.7,0.04,10.0,18,1.10,-,1,-,0.3
＜貝類＞　ばい　生,55,81,78.5,(11.8),16.3,0.3,110,0.6,(3.1),(2.8),7.9,(0),-,3.1,-,1.5,220,320,44,84,160,0.7,1.3,0.09,0.04,-,-,-,-,0,-,-,-,10,1,(0),2.2,0,0,0,0,0.03,0.14,1.3,(3.6),0.11,4.3,14,1.02,-,2,-,0.6
＜貝類＞　ばかがい　生,65,56,84.6,8.5,10.9,0.2,120,0.5,(2.4),(2.2),5.1,(0),-,2.4,-,1.6,300,220,42,51,150,1.1,1.8,0.05,0.07,-,-,-,-,4,0,5,0,5,5,(0),0.8,0,0,0,(0),0.14,0.06,2.1,3.8,0.08,7.9,18,0.79,-,1,-,0.8
＜貝類＞　（はまぐり類）　はまぐり　生,60,35,88.8,4.5,6.1,0.3,25,0.6,(1.8),(1.6),3.7,(0),-,1.8,-,2.8,780,160,130,81,96,2.1,1.7,0.10,0.14,-,-,-,-,7,0,25,-,25,9,(0),0.6,0,0,0,Tr,0.08,0.16,1.1,2.1,0.08,28.0,20,0.37,-,1,-,2.0
＜貝類＞　（はまぐり類）　はまぐり　水煮,75,79,78.6,(10.9),14.9,0.6,79,1.5,(2.9),(2.6),7.6,(0),-,2.9,-,2.3,490,180,130,69,190,3.9,2.5,0.23,0.30,-,-,-,-,12,0,50,-,50,16,(0),2.8,0,0,0,1,0.15,0.27,1.6,(4.1),0.05,20.0,23,0.45,-,1,-,1.2
＜貝類＞　（はまぐり類）　はまぐり　焼き,70,70,79.8,(9.7),13.3,0.4,65,1.0,(2.8),(2.5),7.0,(0),-,2.8,-,3.1,770,230,140,87,140,3.3,2.4,0.20,0.30,-,-,-,-,12,0,48,-,48,16,(0),2.3,0,0,0,Tr,0.13,0.29,1.9,(4.1),0.12,33.0,27,0.57,-,2,-,2.0
＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,0,211,40.1,(19.7),27.0,1.2,100,2.8,-,-,30.2,(0),-,21.4,-,8.7,2800,320,120,95,340,7.2,4.2,0.20,1.03,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.9,0,0,0,2,0.02,0.10,1.6,(6.1),0.11,45.0,49,0.34,-,(0),-,7.1
＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,60,41,88.1,4.6,6.5,0.5,27,1.0,1.3,1.2,4.4,(0),-,2.7,0.1,2.3,510,170,160,69,94,5.1,1.2,0.11,0.22,27,21,4,6,3,4,28,0,30,6,(0),0.5,0,0,0,0,0.13,0.12,1.2,2.2,0.07,19.0,21,0.57,13.0,1,-,1.3
＜貝類＞　ほたてがい　生,50,66,82.3,10.0,13.5,0.4,33,0.9,(1.5),(1.4),5.5,(0),-,1.5,-,1.8,320,310,22,59,210,2.2,2.7,0.13,0.12,-,-,-,-,10,1,150,0,150,23,(0),0.9,0,0,0,1,0.05,0.29,1.7,3.4,0.07,11.0,87,0.66,-,3,-,0.8
＜貝類＞　ほたてがい　水煮,60,89,76.8,(13.0),17.6,0.8,52,1.9,(1.9),(1.7),7.6,(0),-,1.9,-,1.8,250,330,24,57,250,2.8,3.1,0.17,0.12,-,-,-,-,15,2,230,0,230,34,(0),1.7,0,0,0,2,0.04,0.29,1.9,(4.1),0.06,18.0,83,0.64,-,2,-,0.6
＜貝類＞　ほたてがい　貝柱　生,0,82,78.4,12.3,16.9,0.1,35,0.3,(3.5),(3.1),7.9,(0),-,3.5,-,1.3,120,380,7,41,230,0.2,1.5,0.03,0.02,2,18,3,1,1,0,0,0,0,1,0,0.8,0,0,0,0,0.01,0.06,1.9,4.1,0.11,1.7,61,0.28,1.7,2,-,0.3
＜貝類＞　ほたてがい　貝柱　焼き,0,123,67.8,18.0,23.8,0.1,52,0.3,(4.6),(4.2),12.4,(0),-,4.6,-,1.7,150,480,13,56,320,0.3,2.2,0.04,0.03,-,-,-,-,1,0,0,0,0,1,0,1.1,0,0,0,Tr,0.01,0.08,2.7,5.9,0.14,2.1,41,0.34,-,1,-,0.4
＜貝類＞　ほたてがい　貝柱　煮干し,0,301,17.1,(49.9),65.7,0.5,150,1.4,(7.6),(6.8),24.3,(0),-,7.6,-,8.2,2500,810,34,120,610,1.2,6.1,0.08,0.10,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),2.5,0,0,0,(0),0.12,0.30,4.6,(14.0),0.12,5.2,22,0.75,-,(0),-,6.4
＜貝類＞　ほたてがい　貝柱　水煮缶詰,0,87,76.4,(14.8),19.5,0.2,62,0.6,(1.5),(1.4),6.6,(0),-,1.5,-,2.0,390,250,50,37,170,0.7,2.7,0.03,0.07,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.1,0,0,0,(0),Tr,0.05,1.0,(3.7),0.09,2.6,7,0,-,(0),-,1.0
＜貝類＞　ほっきがい　生,65,66,82.1,(8.1),11.1,0.3,51,1.1,(3.8),(3.4),7.6,(0),-,3.8,-,1.9,250,260,62,75,160,4.4,1.8,0.15,0.11,-,-,-,-,6,-,-,-,10,7,(0),1.4,0,0,0,(0),0.01,0.16,1.9,(3.5),0.12,48.0,45,0.20,-,2,-,0.6
＜貝類＞　みるがい　水管　生,80,77,78.9,(13.3),18.3,0.1,36,0.4,(0.3),(0.3),5.6,(0),-,0.3,-,2.1,330,420,55,75,160,3.3,1.0,0.04,0.16,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),0.6,0,0,0,(0),Tr,0.14,2.0,(4.6),0.05,9.1,13,0.64,-,1,-,0.8
＜えび・かに類＞　（えび類）　あまえび　生,65,85,78.2,15.2,19.8,0.7,130,1.5,(0.1),(0.1),4.2,(0),-,0.1,-,1.6,300,310,50,42,240,0.1,1.0,0.44,0.02,18,33,Tr,1,3,0,0,0,0,3,(0),3.4,0,0,0,(0),0.02,0.03,1.1,4.4,0.04,2.4,25,0.21,2.1,Tr,-,0.8
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　生,60,73,80.1,13.9,19.1,0.4,160,0.7,(Tr),(Tr),3.7,-,-,Tr,-,2.0 ,330,390,41,47,300,0.3,1.3,0.37,0.03,26,66,1,2,0,Tr,4,0,5,Tr,-,1.4,0,0,0,-,0.04,0.04,2.0 ,4.6,0.05,3.3,61,0.76,3.4,1,-,0.8
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　ゆで,60,95,75.4,17.1,22.5,0.9,210,1.8,(Tr),(Tr),4.7,-,-,Tr,-,1.9,310,350,56,55,300,0.7,1.8,0.58,0.05,44,79,1,4,0,1,9,-,10,1,-,2.1,-,0,-,-,0.04,0.06,1.8,5.4,0.05,5.4,39,0.55,4.7,Tr,-,0.8
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　焼き,60,82,78.3,15.7,21.0 ,0.6,170,1.4,(0.1),(0.1),3.3,-,-,0.1,-,2.1,360,400,47,49,300,0.7,1.5,0.63,0.03,49,79,1,4,0,1,7,-,7,1,-,1.6,-,-,-,-,0.03,0.06,2.0 ,5.1,0.06,5.0 ,35,0.62,3.9,1,-,0.9
＜えび・かに類＞　（えび類）　いせえび　生,70,86,76.6,17.4,20.9,0.1,93,0.4,(Tr),(Tr),3.7,(0),-,Tr,-,2.1,350,400,37,39,330,0.1,1.8,0.65,0.02,-,-,-,-,0,0,0,0,0,0,(0),3.8,0,0,0,(0),0.01,0.03,2.1,5.2,0.14,0.3,15,0.41,-,1,-,0.9
＜えび・かに類＞　（えび類）　くるまえび　養殖　生,55,90,76.1,18.2,21.6,0.3,170,0.6,(Tr),(Tr),3.7,(0),-,Tr,-,1.7,170,430,41,46,310,0.7,1.4,0.42,0.02,4,35,0,1,0,0,49,0,49,4,(0),1.6,0,0,0,(0),0.11,0.06,3.8,7.0,0.12,1.9,23,1.11,2.6,Tr,-,0.4
＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,55,116,69.3,(23.8),28.2,0.2,240,0.5,(Tr),(Tr),4.7,(0),-,Tr,-,2.0,200,500,61,57,390,1.0,1.8,0.62,0.03,-,-,-,-,0,0,56,0,56,5,(0),2.3,0,0,0,(0),0.09,0.05,4.5,(8.6),0.08,2.0,17,1.07,-,Tr,-,0.5
＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,55,97,74.4,(19.9),23.5,0.2,200,0.4,(Tr),(Tr),3.9,(0),-,Tr,-,1.7,180,400,55,49,330,1.4,1.6,0.58,0.02,-,-,-,-,0,0,53,0,53,4,(0),2.7,0,0,0,(0),0.11,0.05,3.6,(7.0),0.08,2.3,15,1.06,-,1,-,0.5
＜えび・かに類＞　（えび類）　さくらえび　生,0,78,78.9,12.0,16.6,1.2,200,2.0,(0.1),(0.1),4.9,-,-,0.1,-,3.1,270,310,630,69,330,0.3,1.3,0.90,0.05,110,64,1,3,1,Tr,6,0,6,2,0.1,2.3,0,Tr,0,0,0.10,0.08,2.3,5.1,0.10,4.5,94,0.29,5.2,1,-,0.7
＜えび・かに類＞　（えび類）　さくらえび　ゆで,0,82,75.6,(13.2),18.2,0.7,230,1.5,(Tr),(Tr),5.8,-,-,Tr,-,4.7,830,250,690,92,360,0.5,1.4,2.05,0.09,-,-,-,-,6,0,3,0,3,7,(0),2.8,0,0,0,0,0.10,0.08,1.1,(4.2),0.09,4.3,41,0.37,-,0,-,2.1
＜えび・かに類＞　（えび類）　さくらえび　素干し,0,286,19.4,(46.9),64.9,2.1,700,4.0,(0.1),(0.1),20.0,-,-,0.1,-,11.6,1200,1200,2000,310,1200,3.2,4.9,3.34,0.23,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),(7.2),0,(0.1),0,(0),0.17,0.15,5.5,(17.0),0.21,11.0,230,1.16,-,0,-,3.0
＜えび・かに類＞　（えび類）　さくらえび　煮干し,0,252,23.2,(42.8),59.1,1.1,700,2.5,(0.1),(0.1),17.8,-,-,0.1,-,15.1,3400,680,1500,260,860,3.0,4.1,2.61,0.20,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),(3.4),0,(0.1),0,(0),0.16,0.11,3.5,(14.0),0.05,3.5,82,0.51,-,0,-,8.6
＜えび・かに類＞　（えび類）　大正えび　生,55,89,76.3,(17.9),21.7,0.1,160,0.3,(0.1),(0.1),4.1,(0),-,0.1,-,1.6,200,360,34,45,300,0.1,1.4,0.61,0.02,-,-,-,-,6,0,4,0,4,6,(0),1.8,0,0,0,(0),0.03,0.04,2.4,(5.8),0.07,2.1,45,0.61,-,1,-,0.5
＜えび・かに類＞　（えび類）　しばえび　生,50,78,79.3,15.7,18.7,0.2,170,0.4,(0.1),(0.1),3.3,(0),-,0.1,-,1.5,250,260,56,30,270,1.0,1.0,0.35,0.11,-,-,-,-,3,0,20,0,20,4,(0),1.7,0,0,0,(0),0.02,0.06,2.2,5.5,0.10,1.1,57,0.38,-,2,-,0.6
＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,20,82,78.6,16.5,19.6,0.3,160,0.6,(0.7),(0.6),3.3,(0),-,0.7,-,1.3,140,270,68,37,220,1.4,1.2,0.33,0.10,10,27,2,-,0,(0),(0),(0),(0),0,0,1.7,0,0.3,0,(0),0.03,0.04,3.6,6.8,0.14,1.2,38,0.23,1.9,1,-,0.3
＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,10,194,62.0,17.1,20.0,9.6,160,10.3,7.1,6.5,9.2,0.9,-,6.5,-,1.2,140,250,96,36,200,0.5,1.3,0.29,0.11,9,28,1,-,0,(0),16,(0),16,1,0,3.6,0,4.7,0.1,13,0.04,0.06,3.3,6.8,0.10,1.1,34,0.23,1.8,Tr,-,0.3
＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,15,77,79.9,(15.2),18.4,0.1,150,0.3,(0.3),(0.3),3.7,(0),-,0.3,-,1.1,150,230,67,36,210,0.2,1.4,0.39,0.02,4,26,2,1,1,0,0,-,0,1,(0),1.4,0,0.1,0,(0),0.07,0.03,2.6,(5.5),0.07,0.9,15,0.59,1.9,Tr,-,0.4
＜えび・かに類＞　（えび類）　加工品　干しえび,0,213,24.2,(40.0),48.6,1.2,510,2.8,(0.3),(0.3),10.4,-,75,0.3,-,24.1,1500,740,7100,520,990,15.0,3.9,5.17,3.93,-,-,-,-,14,0,5,0,5,14,(0),2.5,0,0,0,(0),0.10,0.19,4.3,(12.0),0.19,11.0,46,0.72,-,0,-,3.8
＜えび・かに類＞　（えび類）　加工品　つくだ煮,0,239,31.8,(21.3),25.9,1.3,230,2.2,-,-,35.6,-,-,30.1,-,10.0,1900,350,1800,110,440,3.9,3.1,1.56,1.24,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),6.3,0,0.2,0,(0),0.14,0.11,5.0,(9.1),0.08,6.3,35,0.65,-,(0),-,4.8
＜えび・かに類＞　（かに類）　がざみ　生,65,61,83.1,(10.8),14.4,0.1,79,0.3,(0.3),(0.3),4.1,(0),-,0.3,-,1.9,360,300,110,60,200,0.3,3.7,1.10,0.06,-,-,-,-,0,0,7,0,7,1,(0),1.8,0,0,0,(0),0.02,0.15,4.2,(6.3),0.18,4.7,22,0.78,-,Tr,-,0.9
＜えび・かに類＞　（かに類）　毛がに　生,70,67,81.9,12.1,15.8,0.3,47,0.5,(0.2),(0.2),4.1,(0),-,0.2,-,1.6,220,340,61,38,260,0.5,3.3,0.47,0.03,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),2.2,0,0,0,(0),0.07,0.23,2.3,4.5,0.16,1.9,13,0.41,-,Tr,-,0.6
＜えび・かに類＞　（かに類）　毛がに　ゆで,60,78,79.2,(13.8),18.4,0.3,53,0.5,(0.2),(0.2),5.1,(0),-,0.2,-,1.7,240,280,66,39,200,0.6,3.8,0.46,0.02,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),3.7,0,0,0,(0),0.07,0.23,2.4,(5.1),0.13,2.5,10,0.40,-,Tr,-,0.6
＜えび・かに類＞　（かに類）　ずわいがに　生,70,59,84.0,10.6,13.9,0.2,44,0.4,(0.1),(0.1),3.6,(0),-,0.1,-,1.6,310,310,90,42,170,0.5,2.6,0.35,0.02,58,97,1,2,Tr,-,-,-,(0),(Tr),(0),2.1,0,0,0,(0),0.24,0.60,8.0,10.0,0.13,4.3,15,0.48,3.0,Tr,-,0.8
＜えび・かに類＞　（かに類）　ずわいがに　ゆで,55,65,82.5,(11.2),15.0,0.3,61,0.6,(0.1),(0.1),4.1,(0),-,0.1,-,1.8,240,240,120,55,150,0.7,3.1,0.56,0.02,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),2.6,0,0,0,(0),0.21,0.57,6.1,(8.3),0.11,7.2,9,0.54,-,Tr,-,0.6
