名前,エネルギー,ビタミンA,ビタミンC,ビタミンD,ビタミンE,ビタミンK,ナイアシン,パントテン酸,ビオチン,ビタミンB₁,ビタミンB₁₂,ビタミンB₂,ビタミンB₆,葉酸,カリウム,カルシウム,クロム,セレン,マグネシウム,マンガン,モリブデン,ヨウ素,リン,亜鉛,鉄,銅,食塩相当量,たんぱく質,炭水化物,脂質,n-3系脂肪酸,n-6系脂肪酸,飽和脂肪酸,食物繊維
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,56,33,1,0,0.1,1,0.9,0.49,2.5,0.04,0.1,0.14,0.04,11,170,120,0,3,12,Tr,4,17,100,0.4,Tr,0.01,0.1,3.3,3.9,3.0,0.01,0.08,1.83,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,40,12,2,0,0,0,1.0,0.41,1.6,0.04,0.1,0.19,0.04,15,180,130,0,2,13,0,4,14,100,0.5,Tr,0.01,0.1,3.4,4.1,1.0,Tr,0.02,0.58,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,37,3,1,0,0,0,1.1,0.35,2.1,0.04,0.2,0.17,0.04,16,180,140,0,3,13,0,4,16,110,0.4,Tr,0,0.1,3.8,4.3,0.3,0,0.01,0.16,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,65,(0),Tr,Tr,Tr,Tr,1.0,0.44,2.0,0.03,0.3,0.15,0.02,3,150,120,0,3,22,0.01,4,14,100,0.4,0.1,0.01,0.2,4.0,11.7,0.2,0,0.01,0.13,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,64,5,Tr,Tr,Tr,Tr,0.8,0.30,1.2,0.01,0.2,0.12,0.03,1,130,110,0,2,11,0.01,3,10,80,Tr,0.1,Tr,0.1,2.6,10.5,0.5,Tr,0.01,0.33,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,64,0,Tr,0,Tr,Tr,0.2,0.11,0.6,0.01,Tr,0.05,Tr,Tr,48,43,0,1,5,-,1,6,30,0.4,Tr,Tr,0,0.9,15.4,0.1,0,Tr,0.03,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,217,(0),0,Tr,Tr,Tr,0.4,0.09,0.6,0.02,Tr,0.08,Tr,Tr,60,55,0,1,7,0.01,2,10,40,0.2,0.1,0.01,0,1.3,-,0.1,Tr,Tr,0.06,(0)
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,39,1,5,0.1,Tr,0,0.1,0.05,0.4,0.01,Tr,0.01,0.01,Tr,44,16,1,0,3,0.02,1,2,13,Tr,Tr,0.01,0,0.3,9.3,0.1,Tr,0.03,0.04,0.2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,321,250,(0),0.2,0.8,14,(6.9),0.17,-,0.04,2.8,0.42,0.06,39,65,660,-,-,40,0.01,-,-,470,4.6,0.3,0.03,2.0,(29.4),(0),25.0,0.16,0.37,15.96,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,398,220,(0),0.1,1.3,8,(6.9),0.72,-,0.02,1.0,0.48,0.07,10,110,1200,-,-,32,0.01,-,-,720,4.3,0.3,0.76,1.3,(27.2),(0),33.6,0.35,0.52,18.99,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,99,37,(0),0,0.1,2,3.2,0.48,2.2,0.02,1.0,0.15,0.03,21,50,55,0,14,4,-,4,9,130,0.5,0.1,0.03,1.0,13.2,0.5,4.5,0.02,0.10,2.73,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,291,240,(0),0.2,0.9,1,4.7,0.49,6.3,0.03,1.3,0.48,0.08,47,120,460,1,14,20,0.01,8,17,330,2.8,0.2,0.02,2.0,17.7,0,24.7,0.16,0.54,14.87,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,313,250,(0),0.2,1.2,12,2.1,0.42,2.2,0.03,0.1,0.22,0.03,11,70,70,0,7,8,0.01,10,14,85,0.7,0.1,0.01,0.7,7.6,2.5,33.0,0.25,0.63,20.26,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,356,270,(0),0,0.8,12,(6.2),0.32,-,0.03,1.9,0.33,0.05,29,75,680,-,-,31,0.01,-,-,490,3.6,0.3,0.02,2.0,(26.3),-,29.0,0.19,0.48,17.75,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,390,330,(0),0,1.6,12,5.5,0.43,2.7,0.04,1.9,0.45,0.07,32,85,740,0,12,24,-,7,20,500,4.0,0.3,0.07,2.0,23.9,(0.4),33.8,0.26,0.54,20.52,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,445,240,(0),0.2,0.8,15,(10),0.50,-,0.05,2.5,0.68,0.05,10,120,1300,-,-,55,-,-,-,850,7.3,0.4,0.15,3.8,(41.1),(0),30.8,0.28,0.67,18.15,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,326,280,(0),0.3,0.6,11,(5.4),1.22,-,0.03,1.1,0.42,0.15,57,120,590,-,-,19,0.01,-,-,440,2.5,0.3,0.02,3.8,(17.5),(0),29.0,0.13,0.67,17.17,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,273,390,0,0.2,0.6,10,1.1,0.31,2.0,0.03,0.2,0.17,0.03,2,140,150,1,3,10,0,8,16,99,0.5,0.1,0.01,0.1,4.1,3.6,28.2,0.13,0.68,16.77,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,269,280,-,0.2,0.6,6,3.1,0.06,-,0.01,1.6,0.19,0.02,9,20,330,-,-,11,0.01,-,-,260,2.8,0.1,0.02,0.2,-,(0),19.9,,,,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,280,290,-,0.3,0.4,10,6.3,1.16,-,0.09,0.3,0.88,0.23,100,260,130,-,-,20,0.03,-,-,270,0.5,0.1,0.07,1.2,18.5,1.0,21.7,0.14,0.60,13.37,(0)
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,159,160,-,0,0.2,3,1.3,0.52,-,0.04,0.2,0.21,0.06,4,210,340,-,-,20,Tr,-,-,200,0.3,0.1,0.02,0.4,-,-,11.5,,,,(0)
＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,313,250,0,Tr,1.1,2,5.0,0.14,2,0.03,3.2,0.38,0.01,27,60,630,2,13,19,0.02,9,18,730,3.2,0.3,0.08,2.8,21.6,0.1,26.0,0.17,0.39,16.00,(0)
＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,284,190,(0),0.3,1.1,6,2.7,0.16,-,0.02,0.5,0.35,0.03,16,50,460,-,-,14,0.01,-,-,620,1.6,0.2,0.05,2.5,-,-,25.7,0.18,0.45,15.75,(0)
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,205,100,Tr,0.1,0.2,5,0.9,0.72,2.6,0.06,0.4,0.18,0.03,Tr,160,130,0,4,14,-,7,13,110,0.5,0.1,0.01,0.2,3.1,18.1,12.0,0.06,0.28,7.12,0.1
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,178,58,Tr,0.1,0.2,3,1.0,0.50,2.7,0.06,0.2,0.20,0.02,Tr,190,140,Tr,4,13,0.01,6,17,120,0.4,0.1,0.01,0.3,3.5,18.0,8.0,0.05,0.30,4.64,0.1
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,167,22,Tr,0.1,0.1,1,(0.8),0.43,-,0.03,0.3,0.14,0.02,Tr,140,110,-,-,14,0.01,-,-,100,0.3,0.1,Tr,0.2,(3.0),-,6.4,0.02,0.13,4.64,(0)
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,217,10,Tr,Tr,0.6,1,1.0,0.51,1.7,0.03,0.2,0.15,0.01,1,150,95,0,3,12,0.01,3,19,93,0.4,0.1,0.01,0.2,2.7,20.9,13.6,0.01,0.60,9.11,0.1
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,108,0,(0),Tr,0.2,1,(0.3),0.15,-,0.02,0.1,0.12,0.01,1,80,60,-,-,9,0.04,-,-,45,0.1,0.1,0.01,0.1,(1.6),-,2.0,0.01,0.05,1.41,(0)
＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,146,18,(0),0.1,0.2,2,(0.9),0.58,-,0.05,0.2,0.22,0.01,Tr,190,130,-,-,14,0.01,-,-,110,0.4,0.1,Tr,0.2,(3.4),-,5.6,0.03,0.16,3.69,(0)
＜牛乳及び乳製品＞　（その他）　カゼイン,358,(Tr),(0),Tr,Tr,Tr,19.0,0.17,2.4,Tr,2.3,Tr,0.01,6,2,26,1,40,3,0.02,14,7,120,2.6,0.8,0.09,0,83.4,-,1.5,0.01,0.03,1.02,(0)
＜牛乳及び乳製品＞　（その他）　シャーベット,128,(0),0,Tr,Tr,1,0.4,0.04,-,0.04,Tr,0.05,Tr,Tr,95,22,-,-,3,0.09,-,-,22,0.1,0.1,0.01,0,-,-,1.0,Tr,0.04,0.77,(0)
＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,339,12,3,Tr,0,Tr,4.8,5.95,23.0,0.22,3.4,2.35,0.25,6,1800,620,1,7,130,0.03,47,80,690,0.3,0.4,0.03,1.8,10.3,74.7,1.2,0.01,0.04,0.75,(0)
＜その他＞　人乳,61,46,5,0.3,0.4,1,0.4,0.50,0.5,0.01,Tr,0.03,Tr,Tr,48,27,0,2,3,Tr,0,*,14,0.3,0.04,0.03,0,0.8,(6.7),3.5,0.09,0.52,1.32,(0)
＜その他＞　やぎ乳,57,36,1,0,0.1,2,(0.9),0.39,-,0.04,0,0.14,0.04,1,220,120,-,-,12,Tr,-,-,90,0.3,0.1,Tr,0.1,(2.6),(4.8),3.6,0.03,0.07,2.19,(0)
（植物油脂類）　あまに油,897,1,(0),(0),0.5,11,0,-,-,0,-,0,-,-,0,Tr,-,-,0,0,-,-,0,0,0,0,0,-,-,100,56.63,14.50,8.09,0
（植物油脂類）　えごま油,897,2,(0),(0),2.4,5,0,-,-,0,-,0,-,-,Tr,1,-,-,Tr,0.01,-,-,1,0,0.1,0,0,-,-,100,58.31,12.29,7.64,0
（植物油脂類）　オリーブ油,894,15,(0),(0),7.4,42,0,(0),0,0,(0),0,(0),(0),0,Tr,Tr,0,0,0,0,0,0,0,0,0,0,-,-,100,0.60,6.64,13.29,0
（植物油脂類）　ごま油,890,0,(0),(0),0.4,5,0.1,(0),0,0,(0),0,(0),(0),Tr,1,1,1,Tr,0,0,0,1,Tr,0.1,0.01,0,-,-,100,0.31,40.88,15.04,0
（植物油脂類）　米ぬか油,880,0,(0),(0),26.0,36,0,(0),0,0,(0),0,(0),(0),Tr,Tr,1,0,0,0,0,0,Tr,0,0,0,0,-,-,100,1.15,32.11,18.80,0
（植物油脂類）　サフラワー油　ハイオレイック,892,0,(0),(0),27.0,10,0,(0),-,0,(0),0,(0),(0),0,0,-,-,0,0,-,-,Tr,0,0,0,0,-,-,100,0.21,13.41,7.36,0
（植物油脂類）　サフラワー油　ハイリノール,883,0,(0),(0),27.0,10,0,(0),-,0,(0),0,(0),(0),0,0,-,-,0,0,-,-,Tr,0,0,0,0,-,-,100,0.22,69.97,9.26,0
（植物油脂類）　大豆油,885,0,(0),(0),10.0,210,0,(0),0,0,(0),0,(0),(0),Tr,0,0,0,0,0,0,0,0,0,0,0,0,-,-,100,6.10,49.67,14.87,0
（植物油脂類）　調合油,886,0,(0),(0),13.0,170,0,(0),0,0,(0),0,(0),(0),Tr,Tr,0,0,0,0,0,0,Tr,Tr,0,0,0,-,-,100,6.81,34.13,10.97,0
（植物油脂類）　とうもろこし油,884,0,(0),(0),17.0,5,0,(0),0,0,(0),0,(0),(0),0,Tr,Tr,0,0,0,0,0,0,0,0,0,0,-,-,100,0.76,50.82,13.04,0
（植物油脂類）　なたね油,887,0,(0),(0),15.0,120,0,(0),0,0,(0),0,(0),(0),Tr,Tr,0,0,0,0,0,0,Tr,Tr,0,0,0,-,-,100,7.52,18.59,7.06,0
（植物油脂類）　パーム油,887,0,(0),(0),8.6,4,0,(0),-,0,(0),0,(0),(0),0,Tr,-,-,0,0,-,-,0,0,0,0,0,-,-,100,0.19,8.97,47.08,0
（植物油脂類）　パーム核油,893,0,(0),(0),0.4,Tr,0,(0),-,0,(0),0,(0),(0),Tr,Tr,-,-,0,0,-,-,Tr,0,0,0,0,-,-,100,0,2.43,76.34,0
（植物油脂類）　ひまわり油　ハイリノール,899,0,(0),(0),39.0,11,0,(0),-,0,(0),0,(0),(0),0,0,-,-,0,0,-,-,0,0,0,0,0,-,-,100,0.43,57.51,10.25,0
（植物油脂類）　ひまわり油　ミッドオレイック,892,0,(0),(0),39.0,11,0,(0),-,0,(0),0,(0),(0),0,0,-,-,0,0,-,-,0,0,0,0,0,-,-,100,0.22,27.88,8.85,0
（植物油脂類）　ひまわり油　ハイオレイック,899,0,(0),(0),39.0,11,0,(0),-,0,(0),0,(0),(0),0,0,-,-,0,0,-,-,0,0,0,0,0,-,-,100,0.23,6.57,8.74,0
（植物油脂類）　ぶどう油,882,Tr,(0),0,28.0,190,0,(0),(0),0,(0),0,(0),(0),0,0,-,-,0,0,-,-,0,0,0,0.02,0,-,-,100,0.45,63.10,10.93,0
（植物油脂類）　綿実油,883,0,(0),(0),28.0,29,0,(0),-,0,(0),0,(0),(0),0,0,-,-,0,0,-,-,0,0,0,0,0,-,-,100,0.34,53.51,21.06,0
（植物油脂類）　やし油,889,0,(0),(0),0.3,Tr,0,(0),-,0,(0),0,(0),(0),0,Tr,-,-,0,0,-,-,0,Tr,0,0,0,-,-,100,0,1.53,83.96,0
（植物油脂類）　落花生油,882,0,(0),(0),6.0,4,0,(0),-,0,(0),0,(0),(0),0,Tr,-,-,0,0,-,-,Tr,0,0,0,0,-,-,100,0.21,28.80,19.92,0
（動物油脂類）　牛脂,869,85,0,0,0.6,26,Tr,-,-,0,-,0,-,-,1,Tr,-,-,0,-,-,-,1,Tr,0.1,Tr,0,-,-,99.8,0.17,3.44,41.05,0
（動物油脂類）　たらのあぶら,853,37000,0,8.7,14.0,5,0.1,0,Tr,0,-,Tr,0,1,1,Tr,Tr,9,0,0,0,450,2,0,Tr,Tr,0,Tr,-,99.8,22.64,2.30,16.40,-
（動物油脂類）　ラード,885,0,0,0.2,0.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,Tr,0,-,-,100,0.46,9.35,39.29,0
（バター類）　無発酵バター　有塩バター,700,520,0,0.6,1.5,17,0.1,0.06,0.4,0.01,0.1,0.03,Tr,Tr,28,15,1,Tr,2,0,3,2,15,0.1,0.1,Tr,1.9,0.5,0.6,81.0,0.28,1.86,50.45,(0)
（バター類）　無発酵バター　食塩不使用バター,720,800,0,0.7,1.4,24,(0.1),0.08,0.3,0,0.1,0.03,Tr,1,22,14,0,Tr,2,0.01,3,3,18,0.1,0.4,0.01,0,(0.4),(0.6),83.0,0.33,1.72,52.43,(0)
（バター類）　発酵バター　有塩バター,713,780,0,0.7,1.3,30,(0.1),0,-,0,0.1,0.02,0,1,25,12,-,-,2,0.01,-,-,16,0.1,0.4,0.01,1.3,(0.5),-,80.0,0.29,1.87,50.56,(0)
（マーガリン類）　マーガリン　家庭用　有塩,715,25,0,11.0,15.0,53,0.1,Tr,0.2,0.01,0,0.03,0,Tr,27,14,0,1,2,Tr,2,2,17,0.1,Tr,Tr,1.3,0.4,0.9,83.1,1.17,11.81,23.04,(0)
（マーガリン類）　マーガリン　家庭用　無塩,715,25,0,11.0,15.0,53,0.1,Tr,0.2,0.01,0,0.03,0,Tr,27,14,0,1,2,Tr,2,2,17,0.1,Tr,Tr,0,0.4,0.9,83.1,,,,(0)
（マーガリン類）　マーガリン　業務用　有塩,740,24,0,11.0,15.0,53,(Tr),Tr,0.2,0.01,0,0.03,0,Tr,27,14,0,1,2,Tr,2,2,17,0.1,Tr,Tr,1.3,(0.2),-,84.3,0.64,8.13,39.00,(0)
（マーガリン類）　マーガリン　業務用　無塩,740,24,0,11.0,15.0,53,0.1,Tr,0.2,0.01,0,0.03,0,Tr,27,14,0,1,2,Tr,2,2,17,0.1,Tr,Tr,0,-,-,84.3,,,,(0)
（マーガリン類）　ファットスプレッド,579,31,0,1.1,16.0,71,Tr,Tr,0.1,0.02,0,0.02,0,Tr,17,8,Tr,0,2,Tr,1,1,10,Tr,Tr,Tr,1.1,0.1,0.6,69.1,1.71,18.31,20.40,(0)
（その他）　ショートニング　家庭用,889,0,0,0.1,9.5,6,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0,0,0,0,0,0,0,0,-,-,99.9,0.99,10.57,46.23,(0)
（その他）　ショートニング　業務用　製菓,881,0,0,0.1,9.5,6,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0,0,0,0,0,0,0,0,-,-,99.9,0.30,7.84,51.13,(0)
（その他）　ショートニング　業務用　フライ,886,0,0,0.1,9.5,6,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0,0,0,0,0,0,0,0,-,-,99.9,0.78,12.42,41.37,(0)
＜和生菓子・和半生菓子類＞　甘納豆　あずき,283,0,0,0,-,1,(0.9),0.17,1.5,0.06,0,0.02,0.04,9,170,11,5,1,17,0.18,38,0,38,0.4,0.7,0.12,0.1,(2.9),(69.6),0.3,(0.03),(0.06),(0.04),4.8
＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,288,0,0,0,-,1,(1.0),0.06,1.5,0.09,0,0.03,0.03,13,170,26,0,0,19,0.34,11,0,55,0.4,0.8,0.13,0.1,(3.3),(69.8),0.5,(0.09),(0.05),(0.04),5.5
＜和生菓子・和半生菓子類＞　甘納豆　えんどう,293,2,0,0,-,3,(0.9),0.16,2.4,0.11,0,0.02,0,2,110,12,1,2,17,-,26,0,27,0.6,0.9,0.09,0.1,(3.1),(72.4),0.4,(0.02),(0.11),(0.05),3.2
＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,217,14,0,0.3,0.2,2,1.1,0.23,2.3,0.04,0.1,0.04,0.01,6,64,29,1,3,8,0.22,12,2,55,0.3,0.6,0.06,(0.1),(4.1),(50.6),(1.1),(0.02),(0.26),(0.27),(1.4)
＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,220,15,0,0.3,0.2,2,1.1,0.27,2.4,0.04,0.1,0.04,0.02,8,95,23,1,3,10,0.22,16,2,62,0.3,0.6,0.08,0.2,(4.1),(50.5),(1.4),,,,(1.7)
＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,224,51,(Tr),0.8,0.4,3,1.3,0.5,5.2,0.06,0.3,0.08,0.04,14,95,46,1,6,7,0.15,5,10,88,0.4,0.5,0.04,0.1,(4.3),(49.2),(2.6),,,,(0.9)
＜和生菓子・和半生菓子類＞　ういろう　白,181,0,0,0,-,0,(0.5),(0.11),(0.2),(0.02),0,(Tr),(0.02),(2),(17),(2),(1),(1),(4),(0.13),(13),0,(18),(0.2),(0.2),(0.04),0,(0.9),(46.8),(0.2),(Tr),(0.05),(0.05),(0.1)
＜和生菓子・和半生菓子類＞　ういろう　黒,174,0,0,0,0.1,0,1.1,0.28,0.5,0.04,0,0.01,0.05,5,41,3,1,2,10,0.31,32,(Tr),44,0.4,0.4,0.08,0,(1.1),(44.8),(0.2),,,,(0.1)
＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,236,0,0,0,0,(2),(0.8),(0.02),(0.9),(0.01),0,(0.01),(Tr),(3),(21),(19),(Tr),(1),(9),(0.28),(25),(1),(30),(0.5),(0.9),(0.09),(0.1),(3.1),(58.1),(0.4),(0.02),(0.10),(0.07),(1.8)
＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,237,0,0,0,(Tr),2,0.8,0.06,0.8,0.01,0,0.01,0.01,6,59,8,1,1,9,0.25,29,1,35,0.5,0.7,0.11,0.1,(2.3),(59.4),(0.4),,,,(1.2)
＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,203,0,0,0,-,(2),(1.2),(0.21),(0.9),(0.03),0,(0.02),(0.04),(4),(40),(18),(1),(1),(13),-,(36),(Tr),(47),(0.5),(0.9),(0.11),(0.1),(3.5),(48.9),(0.4),(0.01),(0.11),(0.10),(1.7)
＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,204,0,0,0,-,(2),(1.2),(0.31),(0.9),(0.04),0,(0.02),(0.06),(7),(78),(7),(1),(2),(15),-,(44),(Tr),(58),(0.6),(0.7),(0.13),(0.2),(3.4),(48.9),(0.5),,,,(1.7)
＜和生菓子・和半生菓子類＞　カステラ,313,(91),0,(2.3),(2.3),(6),(1.9),(0.54),(11.0),(0.05),(0.4),(0.18),(0.05),(22),(86),(27),(Tr),(15),(7),(0.10),(4),(8),(85),(0.6),(0.7),(0.03),(0.2),(6.5),(65.7),(5.0),0.08,0.83,1.51,(0.5)
＜和生菓子・和半生菓子類＞　かのこ,260,0,0,0,0,2,0.8,0.1,1.3,0.03,0,0.02,0.02,5,93,23,3,(Tr),15,0.25,31,0,37,0.4,0.9,0.11,0.1,(4.1),(62.4),(0.4),(0.03),(0.07),(0.05),(3.8)
＜和生菓子・和半生菓子類＞　かるかん,226,0,(1),0,(0.1),0,(0.8),(0.29),(0.7),(0.05),0,(0.01),(0.04),(5),(120),(3),0,(1),(8),(0.17),(17),(Tr),(32),(0.3),(0.3),(0.08),0,(1.7),(57.7),(0.3),(Tr),(0.09),(0.08),(0.4)
＜和生菓子・和半生菓子類＞　きび団子,298,0,0,0,0,0,(0.5),0,(0.3),(0.01),0,(Tr),(Tr),(3),(2),(2),(Tr),(1),(1),(0.14),(14),(1),(11),(0.3),(0.3),(0.05),0,(1.4),(77.5),(0.2),(Tr),(0.08),(0.06),(0.1)
＜和生菓子・和半生菓子類＞　ぎゅうひ,253,0,0,0,0,0,(0.4),0,(0.2),(0.01),0,(Tr),(Tr),(3),(1),(1),0,(1),(1),(0.12),(12),(1),(10),(0.3),(0.2),(0.04),0,(1.2),(65.6),(0.2),(Tr),(0.07),(0.05),(0.1)
＜和生菓子・和半生菓子類＞　きりざんしょ,245,0,0,0,(0.1),0,(0.9),(0.22),(0.4),(0.03),0,(0.01),(0.04),(4),(31),(2),(Tr),(1),(8),(0.25),(26),(Tr),(32),(0.3),(0.3),(0.07),(0.2),(1.8),(62.6),(0.3),(Tr),(0.10),(0.10),(0.2)
＜和生菓子・和半生菓子類＞　きんぎょく糖,282,0,0,0,0,0,0,(Tr),(Tr),0,0,0,0,0,(2),(7),0,0,(1),(0.03),0,0,(Tr),(Tr),(0.1),(0.01),0,(Tr),(74.8),0,,,,(0.8)
＜和生菓子・和半生菓子類＞　きんつば,260,0,0,0,(0.1),(6),(1.2),(0.22),(1.7),(0.03),0,(0.03),(0.03),(8),(160),(20),(1),(1),(22),(0.41),(47),0,(73),(0.7),(1.4),(0.19),(0.3),(5.3),(59.8),(0.7),(0.05),(0.19),(0.12),(5.5)
＜和生菓子・和半生菓子類＞　草もち　こしあん入り,224,(13),0,0,(0.1),(11),(1.3),(0.21),(0.9),(0.03),0,(0.02),(0.04),(5),(46),(22),(1),(1),(14),(0.40),(36),(Tr),(50),(0.6),(1.0),(0.12),0,(3.6),(54.3),(0.4),(0.01),(0.11),(0.10),(1.9)
＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,227,18,0,0,0.2,15,1.4,0.3,0.9,0.04,0,0.02,0.05,9,90,13,1,2,16,0.42,43,(Tr),60,0.6,0.9,0.14,0.1,(4.4),(53.1),(0.7),,,,(2.7)
＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,198,0,0,0,(0.1),(1),(1.3),(0.27),(0.8),(0.04),0,(0.02),(0.05),(5),(43),(13),(1),(2),(13),(0.40),(39),(Tr),(50),(0.5),(0.7),(0.11),(0.1),(3.3),(47.8),(0.4),(0.01),(0.13),(0.12),(1.2)
＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,199,0,0,0,(0.1),(1),(1.2),(0.34),(0.8),(0.04),0,(0.01),(0.06),(7),(68),(6),(1),(2),(15),(0.41),(44),(1),(57),(0.6),(0.6),(0.12),(0.1),(3.3),(47.8),(0.5),,,,(1.3)
＜和生菓子・和半生菓子類＞　くし団子　みたらし,194,0,0,0,(0.1),0,(1.3),(0.33),(1.1),(0.04),0,(0.02),(0.06),(7),(59),(4),(1),(2),(13),(0.39),(37),(1),(52),(0.5),(0.4),(0.09),(0.6),(2.7),(47.4),(0.4),(0.01),(0.14),(0.13),(0.3)
＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93,0,0,0,-,0,0,0,-,0,0,0,0,0,(1),(5),-,-,(1),(0.01),-,-,(3),0,(0.5),(0.01),0,-,(24.7),(0.1),,,,0
＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94,0,0,0,-,0,0,0,-,0,0,0,0,0,(2),(4),-,-,(1),(0.02),-,-,(9),(Tr),(0.2),(0.01),0,-,(24.6),(0.1),,,,0
＜和生菓子・和半生菓子類＞　げっぺい,348,0,0,0,(0.6),(2),(1.5),(0.23),(1.1),(0.05),0,(0.03),(0.06),(8),(64),(41),(1),(1),(24),(0.53),(36),(Tr),(64),(0.7),(1.1),(0.18),0,(4.3),(67.1),(8.5),(0.33),(2.30),(2.81),(2.1)
＜和生菓子・和半生菓子類＞　五平もち,178,0,0,0,(Tr),(1),(1.0),(0.21),(0.4),(0.02),0,(0.02),(0.02),(5),(58),(10),0,(1),(9),(0.29),(25),0,(41),(0.6),(0.4),(0.10),(0.6),(2.5),(38.3),(0.5),(0.03),(0.23),(0.13),(1.3)
＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196,0,0,0,0,(2),(0.8),(0.05),(0.6),(0.01),0,(0.01),(0.01),(1),(22),(18),0,0,(8),(0.32),(14),0,(27),(0.5),(0.7),(0.09),(0.1),(3.0),(47.9),(0.3),(0.01),(0.05),(0.05),(1.7)
＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197,0,0,0,(Tr),(1),(0.6),(0.10),(0.3),(0.01),0,(0.01),(0.02),(3),(43),(5),0,0,(7),(0.33),(9),0,(25),(0.6),(0.4),(0.10),(0.1),(2.6),(48.6),(0.3),,,,(1.3)
＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235,0,0,0,(Tr),(2),(1.0),(0.10),(1.0),(0.02),0,(0.02),(Tr),(2),(37),(26),(1),(1),(11),(0.31),(22),0,(37),(0.4),(1.0),(0.09),(0.1),(4.0),(56.3),(0.4),(0.02),(0.15),(0.08),(2.6)
＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237,0,0,0,(0.1),(2),(0.9),(0.20),(0.9),(0.04),0,(0.02),(0.02),(5),(82),(12),(1),(1),(11),(0.26),(21),0,(41),(0.3),(0.7),(0.09),(0.1),(3.8),(56.6),(0.6),,,,(2.5)
